business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,rating,American,Mexican,Chinese,Italian,Coffee&Tea,Sandwiches,Pizza
2709,MELS DRIVE IN,2165 LOMBARD St,San Francisco,CA,94123,37.799684,-122.437106,"(37.799684, -122.437106)",,2709_20160217,02/17/2016 12:00:00 AM,84,Routine - Unscheduled,2709_20160217_103120,Moderate risk food holding temperature,Moderate Risk,3,0,0,0,0,0,0,0
4881,STOP N SHOP,3000 Mission St,San Francisco,CA,94110,37.748924,-122.418144,"(37.748924, -122.418144)",14155550905,4881_20161021,10/21/2016 12:00:00 AM,90,Routine - Unscheduled,4881_20161021_103141,Improper food labeling or menu misrepresentation,Low Risk,4,0,0,0,0,0,0,0
2706,MEZES RESTAURANT,2373 CHESTNUT St,San Francisco,CA,94123,37.799988,-122.442367,"(37.799988, -122.442367)",,2706_20160616,06/16/2016 12:00:00 AM,89,Routine - Unscheduled,2706_20160616_103158,Unpermitted food facility,Low Risk,4,0,0,0,0,0,0,0
4884,LUCCA RAVIOLI CO,1100 VALENCIA St,San Francisco,CA,94110,37.755177,-122.420995,"(37.755177, -122.420995)",14155645581,4884_20150127,01/27/2015 12:00:00 AM,92,Routine - Unscheduled,4884_20150127_103118,Employee eating or smoking,Moderate Risk,4.5,0,0,0,0,0,0,0
70562,Dunya Bistro,1609 Polk St,San Francisco,CA,94109,37.791694,-122.420944,"(37.791694, -122.420944)",,70562_20161013,10/13/2016 12:00:00 AM,94,Routine - Unscheduled,70562_20161013_103150,Improper or defective plumbing,Low Risk,4,0,0,0,0,0,0,0
39824,RN74,301 Mission St,San Francisco,CA,94105,37.790958,-122.396042,"(37.790958, -122.396042)",,39824_20150924,09/24/2015 12:00:00 AM,84,Routine - Unscheduled,39824_20150924_103133,Foods not protected from contamination,Moderate Risk,3.5,1,0,0,0,0,0,0
70309,Ghirardelli Chocolate,2 New Montgomery St,San Francisco,CA,94105,,,,,70309_20160803,08/03/2016 12:00:00 AM,96,Routine - Unscheduled,70309_20160803_103143,Inadequate warewashing facilities or equipment,Low Risk,4,0,0,0,0,0,0,0
18996,Ritual Coffee Roasters,1026 Valencia St,San Francisco,CA,94110,37.756427,-122.421094,"(37.756427, -122.421094)",,18996_20160802,08/02/2016 12:00:00 AM,98,Routine - Unscheduled,18996_20160802_103145,Improper storage of equipment utensils or linens,Low Risk,4,0,0,0,0,1,0,0
70305,Ghirardelli Chocolate Marketplace,900 North Point St #301,San Francisco,CA,94109,,,,14155473938,70305_20160720,07/20/2016 12:00:00 AM,100,Routine - Unscheduled,,,,4,0,0,0,0,0,0,0
70306,Baan/Alchemist,685 03rd St,San Francisco,CA,94107,,,,,70306_20160906,09/06/2016 12:00:00 AM,85,Routine - Unscheduled,70306_20160906_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,Unknown,,,,,,,
63503,Mason Street Deli and Market,39 MASON,San Francisco,CA,94102,37.784094,-122.409274,"(37.784094, -122.409274)",14155624312,63503_20160720,07/20/2016 12:00:00 AM,90,Routine - Unscheduled,63503_20160720_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,4,0,0,0,0,0,1,0
9710,RICKSHAW STOP,155 FELL ST,San Francisco,CA,94102,37.776223,-122.420497,"(37.776223, -122.420497)",14155862011,9710_20160711,07/11/2016 12:00:00 AM,94,Routine - Unscheduled,9710_20160711_103138,Improper storage use or identification of toxic substances,Low Risk,3.5,0,0,0,0,0,0,0
9714,Rose Resnick Lighthouse For The Blind,214 Van Ness Ave,San Francisco,CA,94102,37.777647,-122.419636,"(37.777647, -122.419636)",,9714_20151102,11/02/2015 12:00:00 AM,100,Routine - Unscheduled,,,,Unknown,,,,,,,
3476,GRAND LODGE OF CALIFORNIA,5051 MISSION St,San Francisco,CA,94112,37.717659,-122.44005,"(37.717659, -122.44005)",,3476_20160621,06/21/2016 12:00:00 AM,87,Routine - Unscheduled,3476_20160621_103133,Foods not protected from contamination,Moderate Risk,3.5,0,0,0,0,0,0,0
3477,CHOW,215 Church St,San Francisco,CA,94114,37.767183,-122.428866,"(37.767183, -122.428866)",14155552469,3477_20151022,10/22/2015 12:00:00 AM,94,Routine - Unscheduled,3477_20151022_103120,Moderate risk food holding temperature,Moderate Risk,4,0,0,0,0,0,0,0
835,Kam Po Kitchen,801 Broadway St,San Francisco,CA,94133,37.797223,-122.410513,"(37.797223, -122.410513)",,835_20160613,06/13/2016 12:00:00 AM,81,Routine - Unscheduled,835_20160613_103142,Unclean nonfood contact surfaces,Low Risk,4,0,0,0,0,0,0,0
3478,ROUND TABLE PIZZA,2660 SAN BRUNO Ave,San Francisco,CA,94134,37.728027,-122.403811,"(37.728027, -122.403811)",,3478_20161108,11/08/2016 12:00:00 AM,98,Routine - Unscheduled,3478_20161108_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,2.5,0,0,0,0,0,0,1
8882,Imperial Tea Court,1 Ferry Building #27,San Francisco,CA,94111,37.795225,-122.39377,"(37.795225, -122.39377)",,8882_20160322,03/22/2016 12:00:00 AM,100,Routine - Unscheduled,,,,3,0,0,0,0,0,0,0
71413,Crepe & Brioche,3251 20th Ave,San Francisco,CA,94132,,,,,71413_20161009,10/09/2016 12:00:00 AM,100,Routine - Unscheduled,,,,4,0,0,0,0,0,0,0
71969,The Sandwich Spot SF,3213 Pierce St,San Francisco,CA,94123,,,,,71969_20160513,05/13/2016 12:00:00 AM,89,Routine - Unscheduled,71969_20160513_103133,Foods not protected from contamination,Moderate Risk,4,0,0,0,0,0,1,0
71962,ENO,320 Geary St,San Francisco,CA,94102,,,,14159306257,71962_20160401,04/01/2016 12:00:00 AM,92,Routine - Unscheduled,71962_20160401_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,4.5,0,0,0,0,0,0,0
1726,KFC/TACO BELL,4285 MISSION St,San Francisco,CA,94112,37.728979,-122.431008,"(37.728979, -122.431008)",,1726_20160728,07/28/2016 12:00:00 AM,91,Routine - Unscheduled,1726_20160728_103102,Unclean hands or improper use of gloves,High Risk,3.5,0,1,0,0,0,0,0
1727,Sun Rise Restaurant,3126 24th St,San Francisco,CA,94110,37.752508,-122.414681,"(37.752508, -122.414681)",,1727_20160715,07/15/2016 12:00:00 AM,88,Routine - Unscheduled,1727_20160715_103131,Moderate risk vermin infestation,Moderate Risk,4,0,0,0,0,0,0,0
1724,CAFE MUMS,1800 SUTTER St,San Francisco,CA,94115,37.786498,-122.430283,"(37.786498, -122.430283)",14155936986,1724_20161026,10/26/2016 12:00:00 AM,83,Routine - Unscheduled,1724_20161026_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,3.5,0,0,0,0,0,0,0
82145,California Bakery,77 McAllister St,San Francisco,CA,94102,,,,,82145_20160606,06/06/2016 12:00:00 AM,85,Routine - Unscheduled,82145_20160606_103154,Unclean or degraded floors walls or ceilings,Low Risk,4,0,0,0,0,0,0,0
5243,CHRISTOPHER'S CATERING,1643 JERROLD Ave,San Francisco,CA,94124,37.739197,-122.390225,"(37.739197, -122.390225)",,5243_20160715,07/15/2016 12:00:00 AM,100,Routine - Unscheduled,,,,5,0,0,0,0,0,0,0
14303,Mango Medley,3911 Judah St.,San Francisco,CA,94122,37.760454,-122.503939,"(37.760454, -122.503939)",14155683228,14303_20160224,02/24/2016 12:00:00 AM,98,Routine - Unscheduled,14303_20160224_103154,Unclean or degraded floors walls or ceilings,Low Risk,3,0,0,1,0,0,0,0
38709,Pepe's Taqueria,101 SPEAR St A15,San Francisco,CA,94103,37.792577,-122.393992,"(37.792577, -122.393992)",,38709_20150116,01/16/2015 12:00:00 AM,93,Routine - Unscheduled,38709_20150116_103107,Improper reheating of food,High Risk,3,0,1,0,0,0,0,0
58573,Haus Coffee,3086 24th St,San Francisco,CA,94110,37.752548,-122.413882,"(37.752548, -122.413882)",,58573_20161021,10/21/2016 12:00:00 AM,96,Routine - Unscheduled,58573_20161021_103154,Unclean or degraded floors walls or ceilings,Low Risk,3.5,0,0,0,0,1,0,0
58574,Goat Hill Pizza,171 Stillman St,San Francisco,CA,94107,37.780527,-122.397922,"(37.780527, -122.397922)",,58574_20150911,09/11/2015 12:00:00 AM,87,Routine - Unscheduled,58574_20150911_103105,Improper cooling methods,High Risk,4,0,0,0,0,0,0,1
58576,Than Tam II,577 Valencia St.,San Francisco,CA,94103,37.763664,-122.421736,"(37.763664, -122.421736)",,58576_20160901,09/01/2016 12:00:00 AM,78,Routine - Unscheduled,58576_20160901_103133,Foods not protected from contamination,Moderate Risk,3.5,0,0,0,0,0,0,0
28468,Bella Lucca,418 Geary St,San Francisco,CA,94102,37.787128,-122.410365,"(37.787128, -122.410365)",,28468_20160203,02/03/2016 12:00:00 AM,79,Routine - Unscheduled,28468_20160203_103123,Food in poor condition,Moderate Risk,2.5,0,0,0,0,0,0,1
18357,The Board Room,1609 Powell St,San Francisco,CA,94133,37.799513,-122.410704,"(37.799513, -122.410704)",,18357_20151103,11/03/2015 12:00:00 AM,80,Routine - Unscheduled,18357_20151103_103159,Worker safety hazards,Low Risk,4,0,0,0,0,0,0,0
1582,Caffe Bianco,39 Sutter St,San Francisco,CA,94104,37.790102,-122.401158,"(37.790102, -122.401158)",,1582_20160426,04/26/2016 12:00:00 AM,83,Routine - Unscheduled,1582_20160426_103144,Unapproved or unmaintained equipment or utensils,Low Risk,4,0,0,0,0,0,1,0
1584,ESPERPENTO RESTAURANT,3295 22nd St,San Francisco,CA,94110,37.755303,-122.420649,"(37.755303, -122.420649)",,1584_20160818,08/18/2016 12:00:00 AM,86,Routine - Unscheduled,1584_20160818_103154,Unclean or degraded floors walls or ceilings,Low Risk,3.5,0,0,0,0,0,0,0
67554,Good Orchard Bakery,4675 Mission St,San Francisco,CA,94112,37.723532,-122.435636,"(37.723532, -122.435636)",,67554_20160902,09/02/2016 12:00:00 AM,72,Routine - Unscheduled,67554_20160902_103133,Foods not protected from contamination,Moderate Risk,4,0,0,0,0,0,0,0
67552,Namu Gaji,499 Dolores St,San Francisco,CA,94110,37.761554,-122.425956,"(37.761554, -122.425956)",14155436268,67552_20160323,03/23/2016 12:00:00 AM,92,Routine - Unscheduled,67552_20160323_103133,Foods not protected from contamination,Moderate Risk,3.5,1,0,0,0,0,0,0
3316,ROUND TABLE PIZZA,1503 North Point St,San Francisco,CA,94123,37.800632,-122.436438,"(37.800632, -122.436438)",,3316_20160510,05/10/2016 12:00:00 AM,66,Routine - Unscheduled,3316_20160510_103109,Unclean or unsanitary food contact surfaces,High Risk,2.5,0,0,0,0,0,0,1
67558,Azucar Lounge,299 09th St,San Francisco,CA,94103,37.774722,-122.406761,"(37.774722, -122.406761)",,67558_20140714,07/14/2014 12:00:00 AM,94,Routine - Unscheduled,67558_20140714_103154,Unclean or degraded floors walls or ceilings,Low Risk,4,0,1,0,0,0,0,0
66687,Chipotle Mexican Grill,1523 SLOAT Blvd,San Francisco,CA,94132,37.733944,-122.490438,"(37.733944, -122.490438)",,66687_20160415,04/15/2016 12:00:00 AM,100,Routine - Unscheduled,,,,3,0,1,0,0,0,0,0
66685,Tacolicious,741 Valencia St,San Francisco,CA,94110,37.760974,-122.421456,"(37.760974, -122.421456)",,66685_20161205,12/05/2016 12:00:00 AM,90,Routine - Unscheduled,66685_20161205_103133,Foods not protected from contamination,Moderate Risk,3.5,0,1,0,0,0,0,0
66684,The Ice Cream Bar,815 COLE St,San Francisco,CA,94117,37.766567,-122.450189,"(37.766567, -122.450189)",,66684_20150930,09/30/2015 12:00:00 AM,96,Routine - Unscheduled,66684_20150930_103131,Moderate risk vermin infestation,Moderate Risk,4,0,0,0,0,0,0,0
66934,Subway Sandwich,5 Embarcadero Center,San Francisco,CA,94111,37.794168,-122.396457,"(37.794168, -122.396457)",,66934_20160121,01/21/2016 12:00:00 AM,100,Routine - Unscheduled,,,,3,0,0,0,0,0,1,0
9103,Marketbar,1 Ferry Building #36,San Francisco,CA,94111,37.795225,-122.39377,"(37.795225, -122.39377)",,9103_20161202,12/02/2016 12:00:00 AM,89,Routine - Unscheduled,9103_20161202_103145,Improper storage of equipment utensils or linens,Low Risk,3,1,0,0,0,0,0,0
5658,AT&T - CABLE CAR BAR (VIEW) [146519],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,37.778382,-122.391151,"(37.778382, -122.391151)",14155971500,5658_20160410,04/10/2016 12:00:00 AM,98,Routine - Unscheduled,5658_20160410_103139,Improper food storage,Low Risk,Unknown,,,,,,,
5657,AT&T - CABLE CAR BAR (PROMENADE) [146520],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,37.778382,-122.391151,"(37.778382, -122.391151)",14155971500,5657_20160410,04/10/2016 12:00:00 AM,100,Routine - Unscheduled,,,,Unknown,,,,,,,
5654,S. F. Gourmet Hot Dog Cart,Pier 39,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,5654_20161031,10/31/2016 12:00:00 AM,96,Routine - Unscheduled,5654_20161031_103130,Inadequate sewage or wastewater disposal,Moderate Risk,4,0,0,0,0,0,0,0
5652,AT&T - STORE ROOM WALK-IN BOX [145166],24 WILLIE MAYS PLAZA 3.10.07,San Francisco,CA,94107,37.778382,-122.391151,"(37.778382, -122.391151)",14155971500,5652_20160410,04/10/2016 12:00:00 AM,100,Routine - Unscheduled,,,,Unknown,,,,,,,
5653,S. F. Chowder A Chili Cart,Pier 39,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,5653_20161031,10/31/2016 12:00:00 AM,96,Routine - Unscheduled,5653_20161031_103129,Insufficient hot water or running water,Moderate Risk,4.5,0,0,0,0,0,1,0
5650,AT&T - DOGGIE DINER room 3205 [145167],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,37.778382,-122.391151,"(37.778382, -122.391151)",14155971500,5650_20160814,08/14/2016 12:00:00 AM,94,Routine - Unscheduled,5650_20160814_103154,Unclean or degraded floors walls or ceilings,Low Risk,Unknown,,,,,,,
5651,AT&T - BON APPETIT Room 3209 [145168],24 WILLIE MAYS PLAZA 3.05.03,San Francisco,CA,94107,37.778382,-122.391151,"(37.778382, -122.391151)",14155971500,5651_20161011,10/11/2016 12:00:00 AM,96,Routine - Unscheduled,5651_20161011_103120,Moderate risk food holding temperature,Moderate Risk,Unknown,,,,,,,
67330,San Tung Restaurant LLC,1031 Irving St,San Francisco,CA,94122,37.763891,-122.468805,"(37.763891, -122.468805)",,67330_20160825,08/25/2016 12:00:00 AM,57,Routine - Unscheduled,67330_20160825_103132,Improper thawing methods,Moderate Risk,4,0,0,0,0,1,0,0
87413,Cafe Sis,402 Balboa St,San Francisco,CA,94118,,,,,87413_20160627,06/27/2016 12:00:00 AM,92,Routine - Unscheduled,87413_20160627_103144,Unapproved or unmaintained equipment or utensils,Low Risk,5,0,0,0,0,0,1,0
82176,Fort Mason Market and Deli,1701 Greenwich St,San Francisco,CA,94123,,,,,82176_20160912,09/12/2016 12:00:00 AM,96,Routine - Unscheduled,82176_20160912_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,3.5,0,0,0,0,0,0,0
7772,LA REYNA BAKERY,3114 24th St,San Francisco,CA,94110,37.752549,-122.414425,"(37.752549, -122.414425)",,7772_20160707,07/07/2016 12:00:00 AM,90,Routine - Unscheduled,7772_20160707_103156,Permit license or inspection report not posted,Low Risk,3.5,0,0,0,0,1,0,0
7771,NEW SWEETHEART BAKERY,2956 24th St,San Francisco,CA,94110,37.752756,-122.411086,"(37.752756, -122.411086)",,7771_20160701,07/01/2016 12:00:00 AM,88,Routine - Unscheduled,7771_20160701_103142,Unclean nonfood contact surfaces,Low Risk,4.5,0,0,0,0,0,0,0
7779,LA MEXICANA BAKERY,2804 24th St,San Francisco,CA,94110,37.752922,-122.408285,"(37.752922, -122.408285)",,7779_20161202,12/02/2016 12:00:00 AM,96,Routine - Unscheduled,7779_20161202_103120,Moderate risk food holding temperature,Moderate Risk,4.5,0,0,0,0,0,0,0
7778,PAN LIDO SALVADORENO #2 INC.,5216 MISSION St,San Francisco,CA,94112,37.71536,-122.441924,"(37.71536, -122.441924)",,7778_20160810,08/10/2016 12:00:00 AM,96,Routine - Unscheduled,7778_20160810_103131,Moderate risk vermin infestation,Moderate Risk,Unknown,,,,,,,
3911,BURGER KING,1690 VALENCIA St,San Francisco,CA,94110,37.745799,-122.420105,"(37.745799, -122.420105)",14155251729,3911_20160609,06/09/2016 12:00:00 AM,90,Routine - Unscheduled,3911_20160609_103144,Unapproved or unmaintained equipment or utensils,Low Risk,2.5,0,0,0,0,0,0,0
3910,2001 THAI STICK,2001 FILLMORE St,San Francisco,CA,94115,37.788104,-122.433694,"(37.788104, -122.433694)",14155886100,3910_20160621,06/21/2016 12:00:00 AM,81,Routine - Unscheduled,3910_20160621_103120,Moderate risk food holding temperature,Moderate Risk,2.5,0,0,0,0,0,0,0
74070,Muka,370 Grove St,San Francisco,CA,94102,,,,14150718552,74070_20150211,02/11/2015 12:00:00 AM,92,Routine - Unscheduled,74070_20150211_103143,Inadequate warewashing facilities or equipment,Low Risk,4,0,0,0,0,0,0,0
6734,"Chung Chou City, Inc #5",1230 Stockton St,San Francisco,CA,94133,37.797178,-122.408477,"(37.797178, -122.408477)",,6734_20160512,05/12/2016 12:00:00 AM,82,Routine - Unscheduled,6734_20160512_103138,Improper storage use or identification of toxic substances,Low Risk,3.5,0,0,0,0,0,0,0
78903,Basik Cafe,1958 Polk St,San Francisco,CA,94109,,,,14155653283,78903_20161007,10/07/2016 12:00:00 AM,98,Routine - Unscheduled,78903_20161007_103139,Improper food storage,Low Risk,4,0,0,0,0,0,0,0
6739,Jamie Supermarket,1135 Stockton St,San Francisco,CA,94133,37.796303,-122.408354,"(37.796303, -122.408354)",,6739_20161220,12/20/2016 12:00:00 AM,86,Routine - Unscheduled,6739_20161220_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,5,0,0,0,0,0,0,0
34708,Piqueos LLC,830 CORTLAND Ave,San Francisco,CA,94110,37.738893,-122.414078,"(37.738893, -122.414078)",14155288812,34708_20160718,07/18/2016 12:00:00 AM,94,Routine - Unscheduled,34708_20160718_103142,Unclean nonfood contact surfaces,Low Risk,2.5,0,0,0,0,0,0,0
39052,Specialty's Cafe & Bakery,150 SPEAR St,San Francisco,CA,94105,37.791957,-122.393379,"(37.791957, -122.393379)",,39052_20140328,03/28/2014 12:00:00 AM,86,Routine - Unscheduled,39052_20140328_103120,Moderate risk food holding temperature,Moderate Risk,4,0,0,0,0,0,1,0
39053,Specialty's Cafe & Bakery,101 New Montgomery St,San Francisco,CA,94105,37.787254,-122.400212,"(37.787254, -122.400212)",,39053_20160812,08/12/2016 12:00:00 AM,85,Routine - Unscheduled,39053_20160812_103157,Food safety certificate or food handler card not available,Low Risk,4,0,0,0,0,0,1,0
39050,Specialty's Cafe & Bakery,505 Sansome St,San Francisco,CA,94111,37.795141,-122.401513,"(37.795141, -122.401513)",,39050_20150113,01/13/2015 12:00:00 AM,93,Routine - Unscheduled,39050_20150113_103103,High risk food holding temperature,High Risk,4,0,0,0,0,0,1,0
73955,Torrez Taqueria Inc.,1338 Ocean Ave,San Francisco,CA,94112,,,,14155588600,73955_20161129,11/29/2016 12:00:00 AM,89,Routine - Unscheduled,73955_20161129_103147,Inadequate ventilation or lighting,Low Risk,Unknown,,,,,,,
216,SORABOL,101 Spear St A12,San Francisco,CA,94105,37.792577,-122.393992,"(37.792577, -122.393992)",,216_20150126,01/26/2015 12:00:00 AM,100,Routine - Unscheduled,,,,3,0,0,0,0,0,0,0
217,PROGRESSIVE GROUNDS,400 CORTLAND Ave,San Francisco,CA,94110,37.739143,-122.417653,"(37.739143, -122.417653)",,217_20160912,09/12/2016 12:00:00 AM,90,Routine - Unscheduled,217_20160912_103120,Moderate risk food holding temperature,Moderate Risk,4,0,0,0,0,1,1,0
5993,SELF-HELP FOR THE ELDERLY,5757 Geary Blvd,San Francisco,CA,94121,37.780174,-122.481229,"(37.780174, -122.481229)",14155661890,5993_20160815,08/15/2016 12:00:00 AM,100,Routine - Unscheduled,,,,3.5,0,0,0,0,0,0,0
22177,Outtakes,2800 TURK St,San Francisco,CA,94117,37.778106,-122.451533,"(37.778106, -122.451533)",,22177_20150330,03/30/2015 12:00:00 AM,96,Routine - Unscheduled,22177_20150330_103133,Foods not protected from contamination,Moderate Risk,1.5,0,0,0,0,1,0,0
6086,SAN FRANCISCO FOOD BANK,900 PENNSYLVANIA St,San Francisco,CA,94107,37.755098,-122.392975,"(37.755098, -122.392975)",,6086_20151113,11/13/2015 12:00:00 AM,96,Routine - Unscheduled,6086_20151113_103129,Insufficient hot water or running water,Moderate Risk,5,0,0,0,0,0,0,0
81153,Johnny Rockets,81 Jefferson St,San Francisco,CA,94133,,,,14155699120,81153_20160324,03/24/2016 12:00:00 AM,78,Routine - Unscheduled,81153_20160324_103109,Unclean or unsanitary food contact surfaces,High Risk,2.5,0,0,0,0,0,1,0
5998,CENTRO LATINO DE SAN FRANCISCO,1656 15th St,San Francisco,CA,94103,37.766618,-122.421263,"(37.766618, -122.421263)",14155868758,5998_20161013,10/13/2016 12:00:00 AM,93,Routine - Unscheduled,5998_20161013_103105,Improper cooling methods,High Risk,4.5,0,0,0,0,0,0,0
25777,Church Street Cafe,260 Church St,San Francisco,CA,94114,37.766357,-122.428864,"(37.766357, -122.428864)",,25777_20150909,09/09/2015 12:00:00 AM,89,Routine - Unscheduled,25777_20150909_103103,High risk food holding temperature,High Risk,4,0,0,0,0,1,1,0
69044,AT&T PARK - NEW DERBY GRILL,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,69044_20161011,10/11/2016 12:00:00 AM,92,Routine - Unscheduled,69044_20161011_103129,Insufficient hot water or running water,Moderate Risk,4.5,0,0,0,0,0,0,0
81484,La Noisette Café and Deli,1905 Mission St,San Francisco,CA,94103,,,,14155347930,81484_20160613,06/13/2016 12:00:00 AM,94,Routine - Unscheduled,81484_20160613_103120,Moderate risk food holding temperature,Moderate Risk,3,0,0,0,0,0,0,0
69045,AT&T PARK - NEW VENDING ROOM,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,69045_20161011,10/11/2016 12:00:00 AM,100,Routine - Unscheduled,,,,4.5,0,0,0,0,0,0,0
82821,Tacos El Paisano #2,428 11th St,San Francisco,CA,94103,,,,,82821_20160923,09/23/2016 12:00:00 AM,90,Routine - Unscheduled,82821_20160923_103154,Unclean or degraded floors walls or ceilings,Low Risk,4,0,1,0,0,0,0,0
65561,"House of Dim Sum, Inc.",735 Jackson St,San Francisco,CA,94133,37.795873,-122.407495,"(37.795873, -122.407495)",,65561_20161006,10/06/2016 12:00:00 AM,81,Routine - Unscheduled,65561_20161006_103103,High risk food holding temperature,High Risk,4,1,0,0,0,0,0,0
69047,AT&T PARK - WINE CART,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,69047_20150419,04/19/2015 12:00:00 AM,100,Routine - Unscheduled,,,,4.5,0,0,0,0,0,0,0
69110,Chez Maman,401 Gough St,San Francisco,CA,94102,37.776889,-122.423039,"(37.776889, -122.423039)",,69110_20161011,10/11/2016 12:00:00 AM,88,Routine - Unscheduled,69110_20161011_103133,Foods not protected from contamination,Moderate Risk,4.5,0,0,0,0,0,0,0
3649,SAFEWAY #1490,2300 16th St,San Francisco,CA,94103,37.765708,-122.409002,"(37.765708, -122.409002)",14155571120,3649_20141003,10/03/2014 12:00:00 AM,94,Routine - Unscheduled,3649_20141003_103150,Improper or defective plumbing,Low Risk,4,0,0,0,0,0,0,0
75306,Cafe Murano,1777 Steiner St,San Francisco,CA,94115,,,,,75306_20151006,10/06/2015 12:00:00 AM,94,Routine - Unscheduled,75306_20151006_103161,Low risk vermin infestation,Low Risk,4,0,0,0,0,1,1,0
3646,THE MINT B & R INC.,1942 MARKET St,San Francisco,CA,94102,37.770204,-122.425708,"(37.770204, -122.425708)",14155624726,3646_20150408,04/08/2015 12:00:00 AM,98,Routine - Unscheduled,3646_20150408_103154,Unclean or degraded floors walls or ceilings,Low Risk,4,0,0,0,0,0,0,0
3645,ZUNI CAFE,1658 MARKET St,San Francisco,CA,94102,37.773415,-122.421598,"(37.773415, -122.421598)",14155552522,3645_20160922,09/22/2016 12:00:00 AM,94,Routine - Unscheduled,3645_20160922_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,3.5,1,0,0,0,0,0,0
75302,The Melt,557 Howard St,San Francisco,CA,94105,,,,,75302_20161213,12/13/2016 12:00:00 AM,91,Routine - Unscheduled,75302_20161213_103107,Improper reheating of food,High Risk,3.5,0,0,0,0,0,1,0
3642,ABSINTHE PASTRY,201 IVY St,San Francisco,CA,94102,37.777492,-122.421458,"(37.777492, -122.421458)",,3642_20151029,10/29/2015 12:00:00 AM,94,Routine - Unscheduled,3642_20151029_103131,Moderate risk vermin infestation,Moderate Risk,4,0,1,0,0,0,0,0
75300,Eat Academy,5919 03rd St,San Francisco,CA,94124,,,,,75300_20140709,07/09/2014 12:00:00 AM,100,Routine - Unscheduled,75300_20140709_103156,Permit license or inspection report not posted,Low Risk,5,0,0,0,0,0,0,0
3640,HAYES STREET GRILL,324 HAYES St,San Francisco,CA,94102,37.777048,-122.421844,"(37.777048, -122.421844)",,3640_20160808,08/08/2016 12:00:00 AM,86,Routine - Unscheduled,3640_20160808_103105,Improper cooling methods,High Risk,3,0,0,0,0,0,0,0
2553,Its Tops Coffee Shop,1801 Market St,San Francisco,CA,94103,37.771497,-122.423802,"(37.771497, -122.423802)",14155436395,2553_20160722,07/22/2016 12:00:00 AM,89,Routine - Unscheduled,2553_20160722_103120,Moderate risk food holding temperature,Moderate Risk,3.5,0,0,0,0,1,0,0
2555,EXTREME PIZZA,1980 UNION St,San Francisco,CA,94123,37.797578,-122.431883,"(37.797578, -122.431883)",14155928234,2555_20160929,09/29/2016 12:00:00 AM,96,Routine - Unscheduled,2555_20160929_103144,Unapproved or unmaintained equipment or utensils,Low Risk,3.5,0,0,0,0,0,1,1
2559,HAI'S RESTAURANT,227 HYDE St,San Francisco,CA,94102,37.782953,-122.415804,"(37.782953, -122.415804)",,2559_20160603,06/03/2016 12:00:00 AM,90,Routine - Unscheduled,2559_20160603_103161,Low risk vermin infestation,Low Risk,4,0,0,1,0,0,0,0
69214,Dolce Amore,1477 Van Ness Ave,San Francisco,CA,94109,37.789259,-122.422277,"(37.789259, -122.422277)",,69214_20161020,10/20/2016 12:00:00 AM,92,Routine - Unscheduled,69214_20161020_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,4,0,0,0,0,0,0,0
5010,LATTE EXPRESS,48 05th St,San Francisco,CA,94103,37.783225,-122.407252,"(37.783225, -122.407252)",14155287328,5010_20161004,10/04/2016 12:00:00 AM,86,Routine - Unscheduled,5010_20161004_103102,Unclean hands or improper use of gloves,High Risk,3.5,0,0,0,0,1,1,0
5011,STARBUCKS COFFEE CO,1231 MARKET St,San Francisco,CA,94103,37.778357,-122.415182,"(37.778357, -122.415182)",14155521438,5011_20160902,09/02/2016 12:00:00 AM,92,Routine - Unscheduled,5011_20160902_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,4,0,0,0,0,1,0,0
5016,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,San Francisco,CA,94133,37.795202,-122.413169,"(37.795202, -122.413169)",,5016_20160614,06/14/2016 12:00:00 AM,90,Routine - Unscheduled,5016_20160614_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,4,0,0,0,0,0,0,0
